,city,Latitude,Longitude,Temperature,Humidity,Cloud,Wind
75,provideniya,64.42,-173.23,-4.01,64,0,11.18
76,kavieng,-2.57,150.8,85.34,100,20,6.42
77,vysokogornyy,50.1,139.13,0.15,59,0,4.74
78,avanigadda,16.02,80.92,77,78,32,5.82
79,south valley,35.01,-106.68,39.38,100,90,3.36
80,sao filipe,14.9,-24.5,72.24,97,0,13.47
81,muncar,-8.43,114.34,85.92,83,48,1.28
82,bethel,60.79,-161.76,-16.97,76,1,13.87
83,dickinson,46.88,-102.79,28.94,78,1,3.36
84,lompoc,34.64,-120.46,55.04,100,90,5.82
85,atuona,-9.8,-139.03,81.51,99,36,17.27
86,juneau,58.3,-134.42,26.6,92,90,3.29
87,san ramon,12.92,-85.84,64.37,92,68,2.73
88,walvis bay,-22.95,14.51,55.4,82,0,2.24
89,yumen,40.29,97.04,22.25,86,0,12.24
90,ust-omchug,61.13,149.63,-27.62,39,32,2.51
91,airai,-8.93,125.41,78.5,86,56,1.28
92,chokurdakh,70.62,147.9,-33.15,59,48,2.95
93,turukhansk,65.8,87.96,-22.31,65,56,8.88
94,nikolskoye,59.7,30.79,23,85,90,11.18
95,diego de almagro,-26.39,-70.05,51.99,89,0,2.73
97,hilo,19.71,-155.08,73.94,73,1,5.82
98,dibulla,11.27,-73.31,73.37,100,44,5.19
99,vagay,57.94,69.02,-1.29,81,68,3.62
100,pervomayskoye,57.07,86.23,-9.62,69,12,6.08
101,fort nelson,58.81,-122.69,-14.81,75,5,2.24
102,qaanaaq,77.48,-69.36,-17.72,100,32,8.66
103,clyde river,70.47,-68.59,-25.61,67,1,8.05
104,inongo,-1.93,18.29,69.99,100,80,3.29
105,severo-kurilsk,50.68,156.12,15.36,100,0,2.84
106,kruisfontein,-34,24.73,67.79,82,0,4.97
108,codrington,-28.95,153.24,91.4,40,40,12.75
109,chuy,-33.69,-53.46,66.21,100,80,3.18
110,dikson,73.51,80.55,-18.89,100,32,6.42
111,majene,-3.54,118.97,83.85,97,20,9.89
112,baturaja,-4.12,104.17,88.89,78,48,9.78
114,cap malheureux,-19.98,57.61,82.4,78,40,10.29
115,pappadatai,39.31,20.79,44.6,93,75,1.61
116,naze,5.43,7.07,71.6,88,0,6.53
117,altay,47.83,88.13,13.07,81,44,2.39
118,port alfred,-33.59,26.89,69.36,85,48,2.62
119,nizhniy odes,63.64,54.86,-4.94,81,68,6.31
120,matay,28.42,30.79,34.67,77,0,2.84
121,thompson,55.74,-97.86,-13.01,75,40,8.05
122,hun,50.34,4.87,37.4,93,75,10.29
123,mareeba,-16.99,145.42,82.4,83,75,5.82
124,mbamba,9.98,13.1,52.89,66,0,2.62
125,madang,-5.21,145.81,80.61,96,64,3.74
127,coloncito,8.33,-72.09,71.6,94,40,4.7
128,saskylakh,71.97,114.09,-39.14,0,64,3.18
130,teya,21.05,-89.07,66.2,68,5,4.7
131,kokopo,-4.34,152.27,80.43,100,48,4.97
132,road town,18.42,-64.62,75.02,87,40,4.7
133,butaritari,3.07,172.79,85.97,99,92,9.66
135,victoria,5.28,115.24,89.6,62,75,6.93
136,belmonte,40.36,-7.35,28.23,59,0,8.66
137,druzhba,49.36,25.65,12.44,89,88,9.55
138,svetlogorsk,53.14,59.15,5,77,40,2.28
139,chebenki,51.93,55.71,3.2,84,90,2.62
140,georgetown,6.8,-58.16,73.4,94,20,4.7
141,bonthe,7.53,-12.5,76.02,96,0,3.62
142,benemerito de las americas,16.52,-90.64,65.94,90,8,3.96
144,baker city,44.77,-117.83,28.94,88,1,3.36
145,maromitsa,59.87,48.01,16.85,74,88,7.31
146,aklavik,68.22,-135.01,-23.81,67,90,2.24
147,kristiansund,63.12,7.73,39.2,69,92,38.03
148,cherskiy,68.75,161.3,3.39,56,0,7.65
149,okhotsk,59.36,143.24,-9.71,100,0,8.66
150,khatanga,71.98,102.47,-43.68,0,0,3.06
151,mayo,63.59,-135.9,-22.01,74,90,2.62
152,cuiluan,47.72,128.65,14.55,54,0,5.41
153,lujan,-46.57,-67.67,57.35,45,0,21.41
154,yulara,-25.24,130.99,107.6,8,0,12.75
155,brunico,46.8,11.94,26.6,86,75,4.7
156,bambous virieux,-20.34,57.76,82.4,78,40,10.29
157,acapulco,16.86,-99.88,80.6,65,20,5.82
158,pringsewu,-5.36,104.98,82.05,90,24,0.6
159,rocha,-34.48,-54.34,62.61,91,56,5.64
160,lalibela,12.04,39.05,49.92,48,0,2.73
161,salalah,17.01,54.1,69.8,49,0,5.82
163,portree,57.41,-6.19,46.86,99,68,14.25
164,nargana,9.44,-78.59,79.44,100,92,12.68
165,constitucion,23.99,-104.67,46.86,61,0,8.77
166,kapaa,22.08,-159.32,75.92,76,20,5.82
168,kaitangata,-46.28,169.85,53.61,75,24,17.49
169,nishihara,35.74,139.53,56.48,28,20,12.75
170,haines junction,60.75,-137.51,-45.17,0,8,2.17
171,ponta do sol,-20.63,-46,66.03,86,56,2.62
172,mundo nuevo,-32.72,-71.41,57.2,76,0,5.82
174,kulhudhuffushi,6.62,73.07,81.47,100,0,9.55
175,mansa,23.43,72.66,66.2,37,0,5.82
176,itaqui,-29.13,-56.55,70.62,99,92,8.43
177,grand baie,-20.02,57.58,82.4,78,40,10.29
178,otradnoye,59.77,30.8,23,85,90,11.18
179,geraldton,49.72,-86.95,-2.21,64,90,2.24
180,husavik,50.56,-96.99,10.64,91,88,4.07
181,tasiilaq,65.61,-37.64,19.4,73,92,16.11
182,sheridan,39.65,-105.03,43.7,38,90,6.93
183,namibe,-15.19,12.15,73.5,100,0,1.28
185,ola,59.58,151.3,7.98,100,36,13.91
186,celestun,20.87,-90.4,71.52,100,0,10.45
187,ulladulla,-35.36,150.48,73.4,88,40,10.29
188,bluff,-23.58,149.07,82.19,66,64,10.67
189,ketchikan,55.34,-131.65,48.2,81,90,17.22
190,comodoro rivadavia,-45.87,-67.48,62.6,36,0,6.93
191,byron bay,-28.65,153.62,91.4,51,40,13.87
192,santa fe,-31.62,-60.7,60.77,90,0,11.01
193,ostrovnoy,68.05,39.51,18.42,84,12,27.34
194,lebu,8.96,38.73,52.49,46,0,4.07
195,bilibino,68.06,166.44,-14.43,63,0,2.84
196,ribas do rio pardo,-20.45,-53.76,69.95,82,36,3.74
197,shelburne,44.08,-80.2,15.8,78,90,4.7
198,burgeo,47.61,-57.61,35.84,95,92,10.11
199,yellowknife,62.45,-114.38,-7.61,76,90,10.29
200,palmerston,43.83,-80.85,12.2,72,40,10.29
201,ochakiv,46.61,31.55,33.8,100,90,13.42
202,borovoy,63.23,52.89,4.29,78,64,9.66
203,lingdong,28.06,114.24,42.95,100,92,3.74
204,labytnangi,66.66,66.39,-22.17,32,32,7.31
206,narsaq,60.91,-46.05,6.05,53,8,2.84
207,roma,41.89,12.48,35.6,74,0,8.05
209,chapleau,47.85,-83.4,-5.7,69,36,3.85
210,cayenne,4.94,-52.33,78.8,78,90,4.7
211,nakamura,35.17,136.87,51.8,70,20,19.46
212,rawson,-43.3,-65.11,52.85,34,0,8.43
213,avarua,-21.21,-159.78,80.6,69,75,12.75
214,upernavik,72.79,-56.15,-7.37,100,12,8.21
215,tabou,4.42,-7.36,80.88,100,32,4.63
216,sinnai,39.3,9.2,46.4,80,0,10.29
217,faanui,-16.48,-151.75,83.72,100,92,18.05
219,nalut,31.86,10.98,33.14,85,32,3.74
220,dunedin,-45.87,170.5,57.03,66,8,16.26
221,verkhnevilyuysk,63.45,120.31,-14.88,66,44,1.95
222,lata,30.78,78.62,38.9,100,32,1.72
223,half moon bay,37.46,-122.43,53.96,100,5,6.42
224,kavaratti,10.57,72.64,81.74,100,0,8.99
225,maciel,-26.18,-56.47,72.42,99,68,3.74
226,mahajanga,-15.72,46.32,80.6,83,20,4.7
227,nehe,48.48,124.88,19.23,40,0,8.77
228,katsuura,33.93,134.5,51.8,62,40,14.99
230,faya,18.39,42.45,50,93,0,4.07
231,lavrentiya,65.58,-170.99,-10.79,92,0,17.05
232,maloy,1,118.1,88.22,55,76,4.18
234,casselman,45.31,-75.09,10.04,71,90,20.8
235,tuatapere,-46.13,167.69,54.51,98,76,14.03
237,mujiayingzi,42.12,118.78,33.32,23,56,4.18
238,nhulunbuy,-12.18,136.78,95,50,0,11.41
239,ahipara,-35.17,173.16,72.69,81,48,8.99
240,nohar,29.18,74.77,58.2,89,88,12.46
241,port lincoln,-34.72,135.86,85.11,53,68,13.69
243,alofi,-19.06,-169.92,80.6,88,68,16.11
244,pidhaytsi,49.27,25.13,19.4,92,75,4.47
246,necochea,-38.55,-58.74,43.85,100,0,3.74
247,changji,32.07,116.17,40.02,100,80,6.53
248,mar del plata,-46.43,-67.52,59.1,54,8,19.06
249,san quintin,17.54,120.52,84.35,56,0,4.52
250,ryuo,35.06,136.12,53.6,48,20,19.46
251,kyzyl-suu,42.34,78,21.62,100,48,0.6
252,kirakira,-10.46,161.92,84.03,100,76,7.99
254,biltine,14.53,20.93,62.88,29,0,11.56
255,corinto,-18.36,-44.46,67.83,79,36,2.95
256,panaba,21.28,-88.27,59.55,92,0,3.18
257,anloga,5.79,0.9,80.6,88,20,2.24
258,sitka,37.17,-99.65,41.1,63,36,13.69
259,eureka,40.8,-124.16,53.6,100,1,12.75
260,salamiyah,35.01,37.05,24.32,75,8,2.39
261,terre-de-bas,15.85,-61.64,69.8,100,0,1.12
263,placerville,38.73,-120.8,51.08,100,90,1.95
264,vestmannaeyjar,63.44,-20.27,44.3,98,92,19.17
265,zhezkazgan,47.8,67.71,-5.81,83,75,6.71
266,trinidad,-33.52,-56.9,59.37,94,0,7.99
268,brae,60.4,-1.35,48.2,87,76,9.17
270,nanortalik,60.14,-45.24,25.71,86,12,9.78
271,montemor-o-novo,38.65,-8.21,39.2,80,0,6.93
272,dali,25.6,100.24,53.34,66,0,2.17
273,sulangan,11.14,123.72,81.96,93,48,17.49
275,havoysund,71,24.66,30.2,68,0,14.99
276,socorro,13.06,121.41,80.88,80,36,7.99
277,boddam,57.47,-1.78,46.4,75,75,14.99
278,henties bay,-22.12,14.28,60.9,100,48,1.61
279,gari,59.43,62.35,4.2,80,68,2.39
280,mamlyutka,54.94,68.54,5,84,0,8.95
281,turbat,26,63.05,73.19,65,20,4.74
282,skjervoy,70.03,20.97,37.41,100,80,18.05
283,grindavik,63.84,-22.43,44.6,100,75,17.22
284,coquimbo,-29.95,-71.34,59,87,40,8.05
285,rudnogorsk,57.27,103.75,11.04,56,48,9.66
286,delta,41.57,-84.01,26.96,67,90,4.7
287,muros,42.77,-9.06,37.4,64,0,9.17
288,nagayo,32.82,129.89,50,66,75,3.36
289,sibolga,1.74,98.78,74.49,100,68,1.72
290,namatanai,-3.66,152.44,86.55,91,12,14.36
291,mehamn,71.03,27.85,30.2,68,0,18.34
292,biak,-0.91,122.88,85.79,81,44,2.51
293,usinsk,66,57.56,-8.09,63,56,14.25
294,port elizabeth,39.31,-74.98,30.92,58,1,17.22
295,owo,7.2,5.59,69.36,92,0,3.06
296,kahului,20.89,-156.47,78.08,66,40,10.29
298,maragogi,-9.01,-35.22,72.06,100,92,5.64
299,buala,-8.15,159.59,83.72,91,80,3.29
301,hedaru,-4.5,37.91,78.63,61,0,4.18
302,taoudenni,22.68,-3.98,35.84,60,0,5.19
303,along,28.17,94.8,64.59,26,0,0.94
304,vallenar,-28.58,-70.76,49.52,86,0,1.83
305,thaton,16.91,97.37,83.85,86,20,3.96
306,hamilton,32.3,-64.78,60.8,63,75,23.04
308,atasu,48.68,71.64,8.52,91,68,4.74
309,mahebourg,-20.41,57.7,82.4,78,40,10.29
310,fairbanks,64.84,-147.72,-27.05,70,40,3.18
311,nedjo,9.5,35.5,69.81,46,0,3.62
312,boyolangu,-8.09,111.9,78.59,100,36,3.62
313,narragansett,41.45,-71.45,30.02,59,1,23.04
314,rosita,13.92,-84.4,69.18,92,56,2.73
315,aleksandrovsk-sakhalinskiy,50.9,142.16,6.27,96,0,12.12
316,alta floresta,-9.87,-56.08,72.33,97,48,1.95
317,vila franca do campo,37.72,-25.43,55.4,87,40,11.41
319,santa cruz,36.97,-122.03,51.98,100,5,3.18
321,moerai,-22.43,-151.33,75.35,100,92,21.07
322,los llanos de aridane,28.66,-17.92,60.8,59,36,8.05
323,ishigaki,24.34,124.16,78.8,83,75,10.29
324,werda,50.44,12.3,28.4,86,76,10.29
326,baykit,61.68,96.39,-11.87,54,24,10.78
327,chhindwara,22.06,78.94,72.51,47,0,4.41
328,sinnamary,5.38,-52.96,78.95,94,92,13.35
329,santa rosa,-36.62,-64.29,52.62,73,0,9.66
330,victor harbor,-35.55,138.62,93.2,13,0,8.05
331,saint george,39.45,22.34,39.2,86,40,4.7
332,carmarthen,51.86,-4.31,44.6,93,68,8.05
333,malm,64.07,11.22,35.6,80,75,56.37
334,nenjiang,49.17,125.23,19.1,45,0,9.1
335,bouna,9.27,-3,69.59,72,48,2.95
336,dingle,11,122.67,83.9,64,48,16.71
337,opuwo,-18.06,13.84,62.12,47,0,2.73
338,hirara,24.8,125.28,78.8,78,40,12.75
339,benicarlo,40.42,0.43,45.78,100,0,22.75
340,new smyrna beach,29.03,-80.93,48.92,78,1,11.34
341,linkoping,58.41,15.62,37.4,100,75,9.17
342,pak phanang,8.35,100.2,86,70,75,8.05
343,honiara,-9.43,159.96,79.49,91,80,2.62
344,lerwick,60.15,-1.15,48.2,87,56,28.86
346,yantal,56.85,105.25,12.62,63,68,7.43
347,kurilsk,45.23,147.88,26.7,100,56,21.74
348,talnakh,69.49,88.39,-28.74,45,44,3.4
349,dicabisagan,17.08,122.42,76.25,100,100,8.77
350,cidreira,-30.17,-50.22,71.34,97,12,4.74
351,magdalena,-13.26,-64.05,73.23,87,80,2.95
353,lososina,49,140.31,14.46,95,0,9.55
354,bubaque,11.28,-15.83,76.52,100,12,5.53
355,tiebissou,7.16,-5.23,73.32,91,0,5.41
356,sambava,-14.27,50.17,78.77,100,76,2.51
357,caohai,26.87,104.28,56.04,54,0,1.61
358,padang,-0.92,100.36,86,84,20,4.7
359,chicama,-7.84,-79.15,73.4,88,90,8.05
361,mount gambier,-37.83,140.78,91.4,14,8,16.11
362,carbondale,38.82,-95.69,39.92,56,90,10.29
363,saint-augustin,44.83,-0.61,32,98,0,5.82
364,biloela,-24.4,150.51,83.9,47,100,11.34
365,rio grande,-32.03,-52.1,68.28,100,44,7.99
367,cabedelo,-6.97,-34.84,77,88,75,5.82
368,marzuq,14.4,46.47,62.3,28,0,3.62
369,bonavista,48.65,-53.11,29.67,93,92,4.97
370,ukiah,39.15,-123.21,46.04,89,1,3.96
371,ambon,47.55,-2.56,39.2,86,90,3.36
373,maceio,-9.67,-35.74,77,83,40,5.82
374,pochutla,15.74,-96.47,78.8,74,20,7.76
376,port moresby,-9.47,147.16,89.6,66,40,12.75
377,yenagoa,4.92,6.26,74,94,32,3.74
378,porgera,-5.46,143.15,57.44,100,92,1.83
379,alice springs,-23.7,133.88,105.8,14,40,9.17
380,akureyri,65.68,-18.09,17.3,87,92,1.95
381,glen allen,37.67,-77.51,28.76,55,1,3.36
382,parabel,58.71,81.5,-14.34,66,24,5.41
383,tulum,20.21,-87.46,71.6,68,5,9.17
384,shenzhen,22.54,114.05,73.4,69,40,4.7
385,zlocieniec,53.53,16.01,25.35,94,76,10.45
386,mach,29.87,67.33,52.44,36,0,2.95
388,havelock,34.88,-76.9,35.06,53,1,9.17
389,iqaluit,63.75,-68.52,-14.81,62,90,10.29
390,te anau,-45.41,167.72,58.11,48,0,5.75
391,seoul,37.57,126.98,42.8,48,1,4.7
392,rognan,67.1,15.4,39.2,80,75,50.55
393,sept-iles,50.2,-66.38,23,79,90,9.17
394,berthierville,46.08,-73.17,10.4,65,90,9.17
395,atar,20.52,-13.05,39.03,51,8,2.84
396,nieuw amsterdam,5.88,-55.08,71.6,100,0,3.36
397,blythe,33.61,-114.59,51.98,76,1,3.96
398,chandler,33.31,-111.84,55.04,93,1,4.7
399,avera,33.19,-82.53,33.8,89,1,1.95
400,rincon,32.3,-81.24,44.6,97,1,5.41
401,gannan,47.92,123.49,20.67,38,0,4.85
402,udachnyy,66.42,112.4,-24.56,70,48,2.73
403,port blair,11.67,92.75,80.61,100,44,13.8
405,lakatoro,-16.11,167.42,82.05,88,80,3.29
406,nome,30.04,-94.42,51.26,76,1,7.2
407,la ronge,55.1,-105.3,1.4,84,90,8.05
408,guerrero negro,27.97,-114.04,47.94,100,0,4.74
409,barcelos,41.53,-8.62,44.6,48,0,16.11
410,bolobo,-2.17,16.23,70.71,100,100,1.16
411,isangel,-19.55,169.27,80.52,100,48,9.78
412,acari,-6.44,-36.64,67.92,96,20,8.21
413,gat,14.69,-16.54,64.4,88,68,13.87
414,katherine,-14.47,132.26,95,53,0,8.05
415,kikwit,-5.04,18.82,74.4,91,64,3.18
416,ostersund,63.18,14.64,32,62,0,35.57
417,luanda,-8.83,13.24,77.64,93,32,2.06
418,sorland,67.67,12.69,39.2,64,75,35.57
419,jiangyou,31.78,104.73,47.54,73,0,4.41
420,lasa,34.92,32.53,53.6,66,75,10.29
421,sisimiut,66.94,-53.67,-19.74,100,0,1.61
422,port hardy,50.7,-127.42,46.4,93,90,21.92
423,valle hermoso,25.67,-97.82,64.4,90,90,3.36
424,puerto maldonado,-12.59,-69.19,70.67,99,92,1.28
425,high river,50.58,-113.86,28.4,79,5,2.24
426,langsa,4.47,97.97,78.9,100,24,3.29
427,alyangula,-13.85,136.42,96.8,50,0,8.05
428,ternate,14.29,120.72,87.8,52,40,13.87
429,rapid valley,44.06,-103.15,41,60,90,6.93
430,port keats,-14.25,129.55,92.85,75,0,9.44
431,luwuk,-0.95,122.79,85.79,81,44,2.51
432,adrar,27.87,-0.29,41,32,0,5.82
433,pasni,25.26,63.48,73.95,91,32,5.97
434,medina,24.47,39.61,55.4,30,0,5.82
436,dawei,14.07,98.19,84.12,68,36,1.39
437,san vicente,13.64,-88.78,80.6,44,0,8.05
438,harper,30.3,-99.24,53.06,44,90,8.05
439,panguna,-6.32,155.48,77.55,92,92,3.85
440,port hawkesbury,45.62,-61.36,30.2,92,75,4.7
441,hasaki,35.73,140.83,53.6,25,40,18.34
442,san cristobal,-0.39,-78.55,55.4,100,75,3.36
443,bonfim,3.36,-59.84,77.37,73,56,10.67
444,fritzlar,51.13,9.27,30.2,92,75,6.93
445,makakilo city,21.35,-158.09,78.08,73,20,5.82
446,shestakovo,56.49,103.96,11.4,55,36,8.66
447,inyonga,-6.72,32.06,64.05,98,76,3.96
448,vila do maio,15.13,-23.22,68,72,0,14.99
449,sarangani,5.4,125.46,74.67,100,92,5.75
450,broome,52.47,1.45,44.6,93,80,6.93
453,manaus,-3.13,-59.98,75.2,88,75,4.7
454,khonsa,26.99,95.51,65.67,70,0,2.62
455,forrest city,35.01,-90.79,35.96,86,36,6.93
456,nelson bay,-32.72,152.14,86,55,12,13.87
457,zhanaozen,43.35,52.85,27.24,94,48,4.97
458,nouadhibou,20.93,-17.03,57.66,77,0,8.99
459,campo verde,-8.47,-74.81,77,94,75,3.36
460,myitkyina,25.38,97.4,68.37,72,0,3.18
461,skibbereen,51.55,-9.27,48.2,93,75,4.7
462,paamiut,61.99,-49.67,27.96,100,0,5.64
463,jashpurnagar,22.88,84.14,68.82,72,0,4.07
464,shakawe,-18.36,21.84,80.84,57,20,3.74
465,bandarbeyla,9.49,50.81,75.89,100,92,21.18
466,rio gallegos,-51.62,-69.22,53.6,76,40,5.97
467,eyl,7.98,49.82,74.49,97,88,17.05
468,hami,42.84,93.51,19.59,80,76,4.52
469,araouane,18.9,-3.53,41.87,63,8,3.51
470,pisco,-13.71,-76.2,73.4,83,90,4.7
471,tabriz,38.08,46.29,21.2,73,0,6.93
472,wainwright,52.84,-110.86,4.2,75,48,3.06
473,casper,42.87,-106.31,33.98,72,90,6.93
474,goderich,43.74,-81.71,19.55,80,48,11.23
475,erenhot,43.65,111.97,26.07,46,0,13.47
477,tigil,57.8,158.67,3.17,73,56,3.06
478,beinamar,8.67,15.38,61.08,54,0,5.41
479,namie,37.52,140.86,44.6,48,40,10.29
480,mandla,22.6,80.37,70.8,61,0,3.96
481,wanning,48.64,13.53,26.6,79,75,5.82
482,gizo,31.8,34.94,48.2,81,0,2.24
483,kurashiki,34.58,133.77,50,53,75,4.7
484,damietta,31.42,31.81,50,87,0,2.24
485,bella vista,-28.51,-59.05,69.32,99,92,11.45
486,poum,41.28,20.71,18.2,84,88,1.16
487,san rafael del sur,11.85,-86.44,75.2,73,20,4.7
488,villa altagracia,18.67,-70.17,73.4,88,40,4.7
489,the pas,53.82,-101.24,3.2,84,90,5.82
490,new port richey,28.24,-82.72,53.06,89,1,11.56
492,zonguldak,41.25,31.83,51.77,64,68,14.47
493,beloha,-25.17,45.06,75.62,99,92,12.01
494,darhan,49.49,105.92,14.01,51,24,4.18
495,rochegda,62.67,43.41,18.87,78,88,11.45
496,kununurra,-15.77,128.74,100.4,37,0,4.7
497,binga,-17.62,27.34,77.64,90,88,5.19
498,sioux lookout,50.1,-91.92,6.8,84,90,5.82
500,tilichiki,60.47,166.1,22.7,81,36,11.79
501,sendhwa,21.69,75.09,73.05,57,0,4.29
502,the valley,18.22,-63.06,73.4,88,20,3.36
503,tagusao,9.19,117.81,80.88,88,88,9.78
504,beringovskiy,63.05,179.32,15.45,92,64,22.19
506,carauari,-4.88,-66.9,75.57,92,64,3.62
507,kargopol,61.51,38.95,16.89,89,80,19.51
508,mehran,33.12,46.17,26.6,53,0,4.7
509,gambela,8.25,34.59,74.09,34,0,5.19
510,bacalar,18.68,-88.39,72.33,100,64,8.55
511,abay,49.63,72.87,-9.41,83,0,4.47
513,tubmanburg,6.87,-10.82,74,92,36,3.74
514,lishui,28.45,119.91,57.21,88,48,2.51
515,guozhen,29.3,113.14,42,100,80,5.08
517,omsukchan,62.53,155.8,-16.5,88,80,3.4
518,inirida,3.87,-67.92,72.87,95,32,1.95
520,tiksi,71.64,128.87,-30.99,51,68,4.18
522,nyurba,63.29,118.35,-9.89,68,36,2.73
523,narrabri,-30.33,149.78,98.6,25,40,9.17
524,bogorodskoye,52.37,140.44,1.82,39,0,5.64
525,demba,-5.47,22.27,73.23,93,88,2.73
526,thomaston,32.89,-84.33,35.06,53,1,4.7
527,cuamba,-14.8,36.54,68.73,100,92,4.41
529,cartagena,37.63,-1,37.4,64,0,3.36
530,colares,38.8,-9.45,44.6,56,0,12.75
531,petatlan,17.52,-101.27,77.19,99,0,9.78
532,aginskoye,51.11,114.54,7.98,62,0,4.41
533,charters towers,-20.07,146.27,76.79,96,88,13.58
534,marquette,46.54,-87.4,17.96,85,90,2.17
535,pacasmayo,-7.4,-79.57,71.12,97,92,7.2
536,mabaruma,8.2,-59.78,77.1,86,80,5.75
537,slave lake,55.28,-114.77,6.8,84,1,9.17
538,molina,-35.11,-71.28,62.6,59,0,2.24
539,atikokan,48.76,-91.62,12.84,81,92,6.08
540,magadan,59.56,150.8,8.52,100,68,14.92
541,verkhoyansk,67.55,133.39,-36.89,70,68,1.16
542,pevek,69.7,170.27,9.2,72,76,22.3
543,aksarka,66.56,67.8,-18.12,53,68,11.79
544,leningradskiy,69.38,178.42,-3.36,91,8,23.98
545,goure,13.98,10.27,53.84,53,0,5.41
546,quarai,-30.39,-56.45,67.2,97,92,4.85
547,waipawa,-39.94,176.59,72.06,41,32,14.25
548,xingcheng,40.62,120.71,37.37,28,80,3.96
549,nexo,55.06,15.13,35.6,93,88,23.04
550,mahon,51.89,-8.4,48.2,93,75,4.7
551,birin,35.01,36.67,29.58,100,76,2.95
552,kaeo,-35.1,173.78,72.65,78,56,5.3
553,kuytun,54.34,101.51,12.12,71,88,7.31
554,bull savanna,17.89,-77.59,59.6,85,0,2.51
555,marabba,12.35,32.18,72.15,39,0,11.01
556,qandala,11.47,49.87,68.24,91,8,1.5
558,tignere,7.37,12.65,53.57,63,0,2.95
559,san luis de la paz,21.3,-100.52,36.06,88,12,2.62
560,tolga,34.73,5.38,48.2,81,75,14.99
561,belyy yar,53.6,91.39,3.2,77,40,6.64
562,romny,50.74,33.49,21.48,94,76,7.54
563,poplar bluff,36.76,-90.39,32,74,1,3.36
